filename,split,label,is_synthetic,source_id,chunk_idx,speaker_id,transcript,gender,accent,duration,quality_tier,generator,method,attack_category,source_real_file,snr_db
train/real/cv_020984_chunk000.wav,train,real,False,cv_020984,0,a0839776c0873b20bf932ec9abc89a943846fc0e3a8ed5f0ed6c473d060d52291336edef0c82d7c7f62271a993520d585e2d68cd1e7e3916aafaa980f534d0c2,What have you got to report?,nan,nan,3.0,noisy,,,,,15
train/synthetic/cv_020984_chunk000.wav,train,synthetic,True,cv_020984,0,a0839776c0873b20bf932ec9abc89a943846fc0e3a8ed5f0ed6c473d060d52291336edef0c82d7c7f62271a993520d585e2d68cd1e7e3916aafaa980f534d0c2,What have you got to report?,nan,nan,3.0,noisy,models/rvc/EdSheeran/EdSheeran.pth,vc,vc,real/cv_020984_chunk000.wav,15
train/real/cv_020985_chunk000.wav,train,real,False,cv_020985,0,a0839776c0873b20bf932ec9abc89a943846fc0e3a8ed5f0ed6c473d060d52291336edef0c82d7c7f62271a993520d585e2d68cd1e7e3916aafaa980f534d0c2,"Please look up the painting, Modern times.",nan,nan,3.0,clean,,,,,
train/synthetic/cv_020985_chunk000.wav,train,synthetic,True,cv_020985,0,a0839776c0873b20bf932ec9abc89a943846fc0e3a8ed5f0ed6c473d060d52291336edef0c82d7c7f62271a993520d585e2d68cd1e7e3916aafaa980f534d0c2,"Please look up the painting, Modern times.",nan,nan,3.0,clean,edge-tts/en-IN-NeerjaNeural,tts,tts,real/cv_020985_chunk000.wav,
train/real/cv_020985_chunk001.wav,train,real,False,cv_020985,1,a0839776c0873b20bf932ec9abc89a943846fc0e3a8ed5f0ed6c473d060d52291336edef0c82d7c7f62271a993520d585e2d68cd1e7e3916aafaa980f534d0c2,"Please look up the painting, Modern times.",nan,nan,3.0,noisy,,,,,15
train/synthetic/cv_020985_chunk001.wav,train,synthetic,True,cv_020985,1,a0839776c0873b20bf932ec9abc89a943846fc0e3a8ed5f0ed6c473d060d52291336edef0c82d7c7f62271a993520d585e2d68cd1e7e3916aafaa980f534d0c2,"Please look up the painting, Modern times.",nan,nan,3.0,noisy,edge-tts/en-GB-RyanNeural,tts,tts,real/cv_020985_chunk001.wav,15
train/real/cv_030586_chunk000.wav,train,real,False,cv_030586,0,f9f1f96bae1390dfe61ff298abb90975c079e913c712d57d97307ed797469eac446abb149daaad24cacffcc24e1e3275fefeb97f977eb74ce2233e0e5c1d437e,I'm getting them for twelve dollars a night.,nan,nan,3.0,noisy,,,,,15
train/synthetic/cv_030586_chunk000.wav,train,synthetic,True,cv_030586,0,f9f1f96bae1390dfe61ff298abb90975c079e913c712d57d97307ed797469eac446abb149daaad24cacffcc24e1e3275fefeb97f977eb74ce2233e0e5c1d437e,I'm getting them for twelve dollars a night.,nan,nan,3.0,noisy,models/rvc/EdSheeran/EdSheeran.pth,vc,vc,real/cv_030586_chunk000.wav,15
test/real/cv_042159_chunk000.wav,test,real,False,cv_042159,0,356d12892fc0df696e8c4f2e73e3113724e51cdc1a3e9a3b61fa16620d786c731b237db5ca403d3942114801914f4c65c14a6edae5fa15b6229f4a0d966ac22a,You've got to do something!,nan,nan,3.0,mobile,,,,,
test/synthetic/cv_042159_chunk000.wav,test,synthetic,True,cv_042159,0,356d12892fc0df696e8c4f2e73e3113724e51cdc1a3e9a3b61fa16620d786c731b237db5ca403d3942114801914f4c65c14a6edae5fa15b6229f4a0d966ac22a,You've got to do something!,nan,nan,3.0,mobile,models/rvc/TaylorSwift/TaylorSwift.pth,vc,vc,real/cv_042159_chunk000.wav,
test/real/cv_042160_chunk000.wav,test,real,False,cv_042160,0,356d12892fc0df696e8c4f2e73e3113724e51cdc1a3e9a3b61fa16620d786c731b237db5ca403d3942114801914f4c65c14a6edae5fa15b6229f4a0d966ac22a,It was due to her knowledge and experience that she solved the mystery first.,nan,nan,3.0,mobile,,,,,
test/synthetic/cv_042160_chunk000.wav,test,synthetic,True,cv_042160,0,356d12892fc0df696e8c4f2e73e3113724e51cdc1a3e9a3b61fa16620d786c731b237db5ca403d3942114801914f4c65c14a6edae5fa15b6229f4a0d966ac22a,It was due to her knowledge and experience that she solved the mystery first.,nan,nan,3.0,mobile,edge-tts/en-IN-PrabhatNeural,tts,tts,real/cv_042160_chunk000.wav,
test/real/cv_042160_chunk001.wav,test,real,False,cv_042160,1,356d12892fc0df696e8c4f2e73e3113724e51cdc1a3e9a3b61fa16620d786c731b237db5ca403d3942114801914f4c65c14a6edae5fa15b6229f4a0d966ac22a,It was due to her knowledge and experience that she solved the mystery first.,nan,nan,3.0,mobile,,,,,
test/synthetic/cv_042160_chunk001.wav,test,synthetic,True,cv_042160,1,356d12892fc0df696e8c4f2e73e3113724e51cdc1a3e9a3b61fa16620d786c731b237db5ca403d3942114801914f4c65c14a6edae5fa15b6229f4a0d966ac22a,It was due to her knowledge and experience that she solved the mystery first.,nan,nan,3.0,mobile,edge-tts/en-US-JennyNeural,tts,tts,real/cv_042160_chunk001.wav,
train/real/cv_044092_chunk000.wav,train,real,False,cv_044092,0,3f707ace6f9239ac728073f6bfa5436ca82fd95a6f471082e01b0a1175de1e9310d6850fd6d4d1e4426070221a0f9ad8c2a9cb278689d0114e172deb0791865d,The brake pedal was vibrating as the anti-skid system intervened.,nan,nan,3.0,mobile,,,,,
train/synthetic/cv_044092_chunk000.wav,train,synthetic,True,cv_044092,0,3f707ace6f9239ac728073f6bfa5436ca82fd95a6f471082e01b0a1175de1e9310d6850fd6d4d1e4426070221a0f9ad8c2a9cb278689d0114e172deb0791865d,The brake pedal was vibrating as the anti-skid system intervened.,nan,nan,3.0,mobile,models/rvc/KanyeWest/KanyeWest.pth,vc,vc,real/cv_044092_chunk000.wav,
train/real/cv_044092_chunk001.wav,train,real,False,cv_044092,1,3f707ace6f9239ac728073f6bfa5436ca82fd95a6f471082e01b0a1175de1e9310d6850fd6d4d1e4426070221a0f9ad8c2a9cb278689d0114e172deb0791865d,The brake pedal was vibrating as the anti-skid system intervened.,nan,nan,3.0,mobile,,,,,
train/synthetic/cv_044092_chunk001.wav,train,synthetic,True,cv_044092,1,3f707ace6f9239ac728073f6bfa5436ca82fd95a6f471082e01b0a1175de1e9310d6850fd6d4d1e4426070221a0f9ad8c2a9cb278689d0114e172deb0791865d,The brake pedal was vibrating as the anti-skid system intervened.,nan,nan,3.0,mobile,models/rvc/TaylorSwift/TaylorSwift.pth,vc,vc,real/cv_044092_chunk001.wav,
test/real/cv_082136_chunk000.wav,test,real,False,cv_082136,0,052f6f7ee104f8bc0525de6582c9b2be24f3f3024e0ed3d2aa8b517b959002f4ba58668efda9d32976d02bfe62dc9bca43003118eac7357e8db61504b6873aaa,The cushion was soft and inviting.,nan,nan,3.0,noisy,,,,,15
test/synthetic/cv_082136_chunk000.wav,test,synthetic,True,cv_082136,0,052f6f7ee104f8bc0525de6582c9b2be24f3f3024e0ed3d2aa8b517b959002f4ba58668efda9d32976d02bfe62dc9bca43003118eac7357e8db61504b6873aaa,The cushion was soft and inviting.,nan,nan,3.0,noisy,edge-tts/en-GB-SoniaNeural,tts,tts,real/cv_082136_chunk000.wav,15
test/real/cv_082136_chunk001.wav,test,real,False,cv_082136,1,052f6f7ee104f8bc0525de6582c9b2be24f3f3024e0ed3d2aa8b517b959002f4ba58668efda9d32976d02bfe62dc9bca43003118eac7357e8db61504b6873aaa,The cushion was soft and inviting.,nan,nan,3.0,noisy,,,,,15
test/synthetic/cv_082136_chunk001.wav,test,synthetic,True,cv_082136,1,052f6f7ee104f8bc0525de6582c9b2be24f3f3024e0ed3d2aa8b517b959002f4ba58668efda9d32976d02bfe62dc9bca43003118eac7357e8db61504b6873aaa,The cushion was soft and inviting.,nan,nan,3.0,noisy,edge-tts/en-GB-SoniaNeural,tts,tts,real/cv_082136_chunk001.wav,15
train/real/cv_084261_chunk000.wav,train,real,False,cv_084261,0,6798111508244bef765f114871636006338b95560d05b7ab1a5867e1f0b0c688d46f8ab62f6b8fa43781aaae4c29d1d075622107673af325a9fabd1d2bb44a00,Variations on a musical air With great rapidity,nan,nan,3.0,mobile,,,,,
train/synthetic/cv_084261_chunk000.wav,train,synthetic,True,cv_084261,0,6798111508244bef765f114871636006338b95560d05b7ab1a5867e1f0b0c688d46f8ab62f6b8fa43781aaae4c29d1d075622107673af325a9fabd1d2bb44a00,Variations on a musical air With great rapidity,nan,nan,3.0,mobile,models/rvc/TaylorSwift/TaylorSwift.pth,vc,vc,real/cv_084261_chunk000.wav,
train/real/cv_084261_chunk001.wav,train,real,False,cv_084261,1,6798111508244bef765f114871636006338b95560d05b7ab1a5867e1f0b0c688d46f8ab62f6b8fa43781aaae4c29d1d075622107673af325a9fabd1d2bb44a00,Variations on a musical air With great rapidity,nan,nan,3.0,mobile,,,,,
train/synthetic/cv_084261_chunk001.wav,train,synthetic,True,cv_084261,1,6798111508244bef765f114871636006338b95560d05b7ab1a5867e1f0b0c688d46f8ab62f6b8fa43781aaae4c29d1d075622107673af325a9fabd1d2bb44a00,Variations on a musical air With great rapidity,nan,nan,3.0,mobile,models/rvc/KanyeWest/KanyeWest.pth,vc,vc,real/cv_084261_chunk001.wav,
train/real/cv_085424_chunk000.wav,train,real,False,cv_085424,0,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,Tower of strength,nan,nan,3.0,clean,,,,,
train/synthetic/cv_085424_chunk000.wav,train,synthetic,True,cv_085424,0,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,Tower of strength,nan,nan,3.0,clean,edge-tts/en-GB-RyanNeural,tts,tts,real/cv_085424_chunk000.wav,
train/real/cv_085425_chunk000.wav,train,real,False,cv_085425,0,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,I may have overslept.,nan,nan,3.0,noisy,,,,,15
train/synthetic/cv_085425_chunk000.wav,train,synthetic,True,cv_085425,0,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,I may have overslept.,nan,nan,3.0,noisy,edge-tts/en-US-GuyNeural,tts,tts,real/cv_085425_chunk000.wav,15
train/real/cv_085426_chunk000.wav,train,real,False,cv_085426,0,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,Add my track to old school metal playlist,nan,nan,3.0,clean,,,,,
train/synthetic/cv_085426_chunk000.wav,train,synthetic,True,cv_085426,0,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,Add my track to old school metal playlist,nan,nan,3.0,clean,edge-tts/en-US-AriaNeural,tts,tts,real/cv_085426_chunk000.wav,
train/real/cv_085427_chunk000.wav,train,real,False,cv_085427,0,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,Book me a reservation for midday at French Camp Academy,nan,nan,3.0,mobile,,,,,
train/synthetic/cv_085427_chunk000.wav,train,synthetic,True,cv_085427,0,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,Book me a reservation for midday at French Camp Academy,nan,nan,3.0,mobile,edge-tts/en-AU-NatashaNeural,tts,tts,real/cv_085427_chunk000.wav,
train/real/cv_085427_chunk001.wav,train,real,False,cv_085427,1,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,Book me a reservation for midday at French Camp Academy,nan,nan,3.0,clean,,,,,
train/synthetic/cv_085427_chunk001.wav,train,synthetic,True,cv_085427,1,a6c7706a220eeea7ee3687c1122fe7ac17962d2449d25b6db37cc41cdaace442683e11945b6f581e73941c3083cd4eecfafc938840459cd8c571dae7774ee687,Book me a reservation for midday at French Camp Academy,nan,nan,3.0,clean,models/rvc/KanyeWest/KanyeWest.pth,vc,vc,real/cv_085427_chunk001.wav,
test/real/cv_085975_chunk000.wav,test,real,False,cv_085975,0,c8459b58e43e456ecc8bddbda0e3c6825ead91181c0615ba9e2516b5230033a97d28697b4bbef62accc9e37cc00352fa394a529b79c27097ed7ba65c3d0b7801,You have missed more than two decades of rapid progress in image processing.,nan,nan,3.0,mobile,,,,,
test/synthetic/cv_085975_chunk000.wav,test,synthetic,True,cv_085975,0,c8459b58e43e456ecc8bddbda0e3c6825ead91181c0615ba9e2516b5230033a97d28697b4bbef62accc9e37cc00352fa394a529b79c27097ed7ba65c3d0b7801,You have missed more than two decades of rapid progress in image processing.,nan,nan,3.0,mobile,edge-tts/en-GB-RyanNeural,tts,tts,real/cv_085975_chunk000.wav,
test/real/cv_085975_chunk001.wav,test,real,False,cv_085975,1,c8459b58e43e456ecc8bddbda0e3c6825ead91181c0615ba9e2516b5230033a97d28697b4bbef62accc9e37cc00352fa394a529b79c27097ed7ba65c3d0b7801,You have missed more than two decades of rapid progress in image processing.,nan,nan,3.0,clean,,,,,
test/synthetic/cv_085975_chunk001.wav,test,synthetic,True,cv_085975,1,c8459b58e43e456ecc8bddbda0e3c6825ead91181c0615ba9e2516b5230033a97d28697b4bbef62accc9e37cc00352fa394a529b79c27097ed7ba65c3d0b7801,You have missed more than two decades of rapid progress in image processing.,nan,nan,3.0,clean,models/rvc/TaylorSwift/TaylorSwift.pth,vc,vc,real/cv_085975_chunk001.wav,
train/real/cv_103694_chunk000.wav,train,real,False,cv_103694,0,3e33074c8b4dc3b2df909f70b09fc7c62691ccfdde7be3687f78fb0aba44d69046b39e7f3a4de92b394154dc9e8919cc30cf45b4e170f045755913247094999d,This post will teach you how to get started.,nan,nan,3.0,clean,,,,,
train/synthetic/cv_103694_chunk000.wav,train,synthetic,True,cv_103694,0,3e33074c8b4dc3b2df909f70b09fc7c62691ccfdde7be3687f78fb0aba44d69046b39e7f3a4de92b394154dc9e8919cc30cf45b4e170f045755913247094999d,This post will teach you how to get started.,nan,nan,3.0,clean,models/rvc/TaylorSwift/TaylorSwift.pth,vc,vc,real/cv_103694_chunk000.wav,
train/real/cv_113708_chunk000.wav,train,real,False,cv_113708,0,04960d53cc851eeb6d93f21a09e09ab36fe16943acb226ced1211d7250ab2f1b9a1d655c1cc03d50006e396010851ad52d4c53f49dd77b080b01c4230704c68d,Why does Melissandre look like she wants to consume Jon Snow on the ride up the wall?,male_masculine,United States English,3.0,clean,,,,,
train/synthetic/cv_113708_chunk000.wav,train,synthetic,True,cv_113708,0,04960d53cc851eeb6d93f21a09e09ab36fe16943acb226ced1211d7250ab2f1b9a1d655c1cc03d50006e396010851ad52d4c53f49dd77b080b01c4230704c68d,Why does Melissandre look like she wants to consume Jon Snow on the ride up the wall?,male_masculine,United States English,3.0,clean,models/rvc/TaylorSwift/TaylorSwift.pth,vc,vc,real/cv_113708_chunk000.wav,
train/real/cv_113708_chunk001.wav,train,real,False,cv_113708,1,04960d53cc851eeb6d93f21a09e09ab36fe16943acb226ced1211d7250ab2f1b9a1d655c1cc03d50006e396010851ad52d4c53f49dd77b080b01c4230704c68d,Why does Melissandre look like she wants to consume Jon Snow on the ride up the wall?,male_masculine,United States English,3.0,clean,,,,,
train/synthetic/cv_113708_chunk001.wav,train,synthetic,True,cv_113708,1,04960d53cc851eeb6d93f21a09e09ab36fe16943acb226ced1211d7250ab2f1b9a1d655c1cc03d50006e396010851ad52d4c53f49dd77b080b01c4230704c68d,Why does Melissandre look like she wants to consume Jon Snow on the ride up the wall?,male_masculine,United States English,3.0,clean,edge-tts/en-US-JennyNeural,tts,tts,real/cv_113708_chunk001.wav,
train/real/cv_113708_chunk002.wav,train,real,False,cv_113708,2,04960d53cc851eeb6d93f21a09e09ab36fe16943acb226ced1211d7250ab2f1b9a1d655c1cc03d50006e396010851ad52d4c53f49dd77b080b01c4230704c68d,Why does Melissandre look like she wants to consume Jon Snow on the ride up the wall?,male_masculine,United States English,3.0,clean,,,,,
train/synthetic/cv_113708_chunk002.wav,train,synthetic,True,cv_113708,2,04960d53cc851eeb6d93f21a09e09ab36fe16943acb226ced1211d7250ab2f1b9a1d655c1cc03d50006e396010851ad52d4c53f49dd77b080b01c4230704c68d,Why does Melissandre look like she wants to consume Jon Snow on the ride up the wall?,male_masculine,United States English,3.0,clean,models/rvc/TaylorSwift/TaylorSwift.pth,vc,vc,real/cv_113708_chunk002.wav,
train/real/cv_114633_chunk000.wav,train,real,False,cv_114633,0,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,Men in orange vests are at work on a construction site.,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",3.0,noisy,,,,,15
train/synthetic/cv_114633_chunk000.wav,train,synthetic,True,cv_114633,0,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,Men in orange vests are at work on a construction site.,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",3.0,noisy,models/rvc/TaylorSwift/TaylorSwift.pth,vc,vc,real/cv_114633_chunk000.wav,15
train/real/cv_114633_chunk001.wav,train,real,False,cv_114633,1,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,Men in orange vests are at work on a construction site.,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",3.0,noisy,,,,,15
train/synthetic/cv_114633_chunk001.wav,train,synthetic,True,cv_114633,1,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,Men in orange vests are at work on a construction site.,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",3.0,noisy,edge-tts/en-US-GuyNeural,tts,tts,real/cv_114633_chunk001.wav,15
train/real/cv_114634_chunk000.wav,train,real,False,cv_114634,0,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,The train is sitting at the train station with not too many passengers around.,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",3.0,clean,,,,,
train/synthetic/cv_114634_chunk000.wav,train,synthetic,True,cv_114634,0,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,The train is sitting at the train station with not too many passengers around.,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",3.0,clean,models/rvc/EdSheeran/EdSheeran.pth,vc,vc,real/cv_114634_chunk000.wav,
train/real/cv_114634_chunk001.wav,train,real,False,cv_114634,1,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,The train is sitting at the train station with not too many passengers around.,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",3.0,clean,,,,,
train/synthetic/cv_114634_chunk001.wav,train,synthetic,True,cv_114634,1,0e7bca7f3243636599bd8e7bbe03b4f09ae8898bb0e16e0edc50a2499740c6616dfef740699004ba6bacecad2e3f7f0b52aef60f1dcd01afd81726df6093ad51,The train is sitting at the train station with not too many passengers around.,male_masculine,"India and South Asia (India, Pakistan, Sri Lanka)",3.0,clean,models/rvc/TaylorSwift/TaylorSwift.pth,vc,vc,real/cv_114634_chunk001.wav,
